"kön","utbildningsområde MYH","region (hemlän)","utbildningens studietakt","Antal ansökningar 2020","Antal ansökningar 2021","Antal ansökningar 2022","Antal ansökningar 2023","Antal ansökningar 2024","Antal sökande 2020","Antal sökande 2021","Antal sökande 2022","Antal sökande 2023","Antal sökande 2024","Antal behöriga sökande 2020","Antal behöriga sökande 2021","Antal behöriga sökande 2022","Antal behöriga sökande 2023","Antal behöriga sökande 2024","Antal antagna vid start 2020","Antal antagna vid start 2021","Antal antagna vid start 2022","Antal antagna vid start 2023","Antal antagna vid start 2024"
"totalt","Ekonomi, administration och försäljning"," Jämtlands län","Heltid",11,0,4,8,7,10,3,4,5,7,7,0,0,4,5,5,0,0,3,3
"totalt","Ekonomi, administration och försäljning"," Jämtlands län","Deltid",29,49,64,73,142,23,35,40,53,81,17,23,29,41,72,7,16,21,25,44
"totalt","Ekonomi, administration och försäljning"," Västerbottens län","Totalt",74,61,91,142,163,53,47,65,94,110,40,29,51,65,84,30,19,31,47,58
"totalt","Ekonomi, administration och försäljning"," Västerbottens län","Heltid",6,0,3,16,11,6,0,3,10,11,3,0,0,8,0,3,0,0,6,0
"totalt","Ekonomi, administration och försäljning"," Västerbottens län","Deltid",68,60,89,126,152,49,46,64,88,102,38,29,50,59,84,29,19,30,42,58
"totalt","Ekonomi, administration och försäljning"," Norrbottens län","Totalt",27,37,76,91,97,26,25,49,62,72,20,14,35,43,54,8,10,20,27,39
"totalt","Ekonomi, administration och försäljning"," Norrbottens län","Heltid",4,0,6,14,12,3,0,6,12,12,3,0,5,7,9,0,0,3,6,4
"totalt","Ekonomi, administration och försäljning"," Norrbottens län","Deltid",23,35,70,77,85,23,24,45,54,63,17,13,31,38,47,7,10,18,23,35
"totalt","Ekonomi, administration och försäljning","Uppgift saknas","Totalt",53,68,123,173,234,42,49,64,118,156,28,38,45,81,117,15,19,25,46,66
"totalt","Ekonomi, administration och försäljning","Uppgift saknas","Heltid",14,3,3,14,3,12,3,0,13,3,9,3,0,6,3,6,0,3,4,3
"totalt","Ekonomi, administration och försäljning","Uppgift saknas","Deltid",39,65,122,159,231,34,48,64,105,154,22,37,45,75,116,9,18,25,42,65
"totalt","Friskvård och kroppsvård","Samtliga län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård","Samtliga län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård","Samtliga län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Stockholms län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Stockholms län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Stockholms län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Uppsala län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Uppsala län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Uppsala län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Södermanlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Södermanlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Södermanlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Östergötlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Östergötlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Östergötlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Jönköpings län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Jönköpings län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Jönköpings län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Kronobergs län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Kronobergs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Kronobergs län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Kalmar län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Kalmar län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Kalmar län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Gotlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Gotlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Gotlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Blekinge län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Blekinge län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Blekinge län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Skåne län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Skåne län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Skåne län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Hallands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Hallands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Hallands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västra Götalands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västra Götalands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västra Götalands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Värmlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Värmlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Värmlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Örebro län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Örebro län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Örebro län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västmanlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västmanlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västmanlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Dalarnas län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Dalarnas län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Dalarnas län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Gävleborgs län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Gävleborgs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Gävleborgs län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västernorrlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västernorrlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västernorrlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Jämtlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Jämtlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Jämtlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västerbottens län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västerbottens län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Västerbottens län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Norrbottens län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Norrbottens län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård"," Norrbottens län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård","Uppgift saknas","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård","Uppgift saknas","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Friskvård och kroppsvård","Uppgift saknas","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism","Samtliga län","Totalt",969,500,673,1100,1115,786,473,585,972,984,529,279,335,587,682,323,192,232,406,495
"totalt","Hotell, restaurang och turism","Samtliga län","Heltid",423,0,0,0,3,341,0,0,0,3,172,0,0,0,3,62,0,0,0,3
"totalt","Hotell, restaurang och turism","Samtliga län","Deltid",546,500,673,1100,1112,478,473,585,972,982,382,279,335,587,679,269,192,232,406,492
"totalt","Hotell, restaurang och turism"," Stockholms län","Totalt",433,171,249,390,349,342,163,211,342,300,227,108,108,203,212,133,71,75,143,160
"totalt","Hotell, restaurang och turism"," Stockholms län","Heltid",196,0,0,0,0,161,0,0,0,0,81,0,0,0,0,29,0,0,0,0
"totalt","Hotell, restaurang och turism"," Stockholms län","Deltid",237,171,249,390,349,200,163,211,342,300,161,108,108,203,212,109,71,75,143,160
"totalt","Hotell, restaurang och turism"," Uppsala län","Totalt",19,13,28,36,35,18,13,25,34,32,15,6,10,22,21,9,6,6,15,15
"totalt","Hotell, restaurang och turism"," Uppsala län","Heltid",5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Uppsala län","Deltid",14,13,28,36,35,13,13,25,34,32,12,6,10,22,21,9,6,6,15,15
"totalt","Hotell, restaurang och turism"," Södermanlands län","Totalt",13,10,12,27,17,11,10,12,24,16,7,5,7,16,13,5,5,5,12,8
"totalt","Hotell, restaurang och turism"," Södermanlands län","Heltid",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Södermanlands län","Deltid",12,10,12,27,17,10,10,12,24,16,7,5,7,16,13,5,5,5,12,8
"totalt","Hotell, restaurang och turism"," Östergötlands län","Totalt",14,18,12,22,32,14,18,12,22,29,10,10,9,16,17,5,7,7,11,14
"totalt","Hotell, restaurang och turism"," Östergötlands län","Heltid",3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Östergötlands län","Deltid",11,18,12,22,32,11,18,12,22,29,7,10,9,16,17,5,7,7,11,14
"totalt","Hotell, restaurang och turism"," Jönköpings län","Totalt",14,7,11,21,34,13,7,11,18,25,9,5,6,8,20,9,4,4,8,13
"totalt","Hotell, restaurang och turism"," Jönköpings län","Heltid",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Jönköpings län","Deltid",13,7,11,21,34,12,7,11,18,25,9,5,6,8,20,9,4,4,8,13
"totalt","Hotell, restaurang och turism"," Kronobergs län","Totalt",3,6,6,10,13,3,6,6,9,10,3,4,0,4,8,3,4,0,4,5
"totalt","Hotell, restaurang och turism"," Kronobergs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Kronobergs län","Deltid",3,6,6,10,13,3,6,6,9,10,0,4,3,4,8,3,4,3,4,5
"totalt","Hotell, restaurang och turism"," Kalmar län","Totalt",5,8,6,15,8,5,8,6,13,7,0,7,4,8,7,3,5,0,5,5
"totalt","Hotell, restaurang och turism"," Kalmar län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Kalmar län","Deltid",5,8,6,15,8,5,8,6,13,7,3,7,4,8,7,3,5,0,5,5
"totalt","Hotell, restaurang och turism"," Gotlands län","Totalt",6,9,11,11,3,6,8,9,9,3,5,5,7,8,0,3,4,5,7,0
"totalt","Hotell, restaurang och turism"," Gotlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Gotlands län","Deltid",6,9,11,11,3,6,8,9,9,0,5,5,7,8,3,3,4,5,7,0
"totalt","Hotell, restaurang och turism"," Blekinge län","Totalt",6,4,7,12,15,5,4,6,10,11,3,0,0,6,8,3,0,0,5,5
"totalt","Hotell, restaurang och turism"," Blekinge län","Heltid",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Blekinge län","Deltid",4,4,7,12,15,3,4,6,10,11,3,3,0,6,8,3,0,0,5,5
"totalt","Hotell, restaurang och turism"," Skåne län","Totalt",110,63,89,140,150,90,60,78,130,133,65,32,47,82,89,42,21,37,55,68
"totalt","Hotell, restaurang och turism"," Skåne län","Heltid",52,0,0,0,0,40,0,0,0,0,22,0,0,0,0,7,0,0,0,3
"totalt","Hotell, restaurang och turism"," Skåne län","Deltid",58,63,89,140,148,53,60,78,130,132,46,32,47,82,87,36,21,37,55,66
"totalt","Hotell, restaurang och turism"," Hallands län","Totalt",24,13,21,39,41,21,12,19,32,38,11,7,12,19,28,5,4,8,12,21
"totalt","Hotell, restaurang och turism"," Hallands län","Heltid",14,0,0,0,0,12,0,0,0,3,4,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Hallands län","Deltid",10,13,21,39,40,10,12,19,32,37,8,7,12,19,27,5,4,8,12,20
"totalt","Hotell, restaurang och turism"," Västra Götalands län","Totalt",221,111,137,217,193,172,100,113,195,175,121,52,69,109,120,76,33,45,69,80
"totalt","Hotell, restaurang och turism"," Västra Götalands län","Heltid",117,0,0,0,0,91,0,0,0,0,52,0,0,0,0,23,0,0,0,0
"totalt","Hotell, restaurang och turism"," Västra Götalands län","Deltid",104,111,137,217,193,91,100,113,195,175,75,52,69,109,120,55,33,45,69,80
"totalt","Hotell, restaurang och turism"," Värmlands län","Totalt",3,8,8,18,16,3,7,8,15,15,3,4,5,10,8,0,3,5,6,6
"totalt","Hotell, restaurang och turism"," Värmlands län","Heltid",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Värmlands län","Deltid",0,8,8,18,16,0,7,8,15,15,0,4,5,10,8,0,3,5,6,6
"totalt","Hotell, restaurang och turism"," Örebro län","Totalt",8,6,11,19,26,8,6,10,17,24,3,3,7,8,18,3,0,4,7,13
"totalt","Hotell, restaurang och turism"," Örebro län","Heltid",4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Örebro län","Deltid",4,6,11,19,26,4,6,10,17,24,3,0,7,8,18,3,3,4,7,13
"totalt","Hotell, restaurang och turism"," Västmanlands län","Totalt",10,7,7,25,27,8,6,6,17,26,5,4,4,13,17,3,3,3,7,8
"totalt","Hotell, restaurang och turism"," Västmanlands län","Heltid",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Västmanlands län","Deltid",7,7,7,25,27,6,6,6,17,26,5,4,4,13,17,3,3,3,7,8
"totalt","Hotell, restaurang och turism"," Dalarnas län","Totalt",17,10,11,13,36,13,10,10,13,35,10,8,5,8,21,7,8,5,7,19
"totalt","Hotell, restaurang och turism"," Dalarnas län","Heltid",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Dalarnas län","Deltid",15,10,11,13,36,12,10,10,13,35,10,8,5,8,21,7,8,5,7,19
"totalt","Hotell, restaurang och turism"," Gävleborgs län","Totalt",11,8,7,14,29,9,8,6,10,27,6,5,3,8,16,4,3,0,5,11
"totalt","Hotell, restaurang och turism"," Gävleborgs län","Heltid",5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Gävleborgs län","Deltid",6,8,7,14,29,6,8,6,10,27,5,5,3,8,16,3,0,0,5,11
"totalt","Hotell, restaurang och turism"," Västernorrlands län","Totalt",7,5,5,15,15,6,5,5,14,14,3,3,4,7,9,0,0,4,6,7
"totalt","Hotell, restaurang och turism"," Västernorrlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Västernorrlands län","Deltid",6,5,5,15,15,5,5,5,14,14,0,0,4,7,9,0,0,4,6,7
"totalt","Hotell, restaurang och turism"," Jämtlands län","Totalt",13,7,5,5,18,12,6,5,5,15,7,5,5,5,14,4,3,5,5,12
"totalt","Hotell, restaurang och turism"," Jämtlands län","Heltid",4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Jämtlands län","Deltid",9,7,5,5,18,9,6,5,5,15,6,5,5,5,14,4,3,5,5,12
"totalt","Hotell, restaurang och turism"," Västerbottens län","Totalt",10,7,5,16,20,8,7,4,15,15,4,0,4,7,8,3,0,3,0,4
"totalt","Hotell, restaurang och turism"," Västerbottens län","Heltid",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism"," Västerbottens län","Deltid",9,7,5,16,20,7,7,4,15,15,4,0,4,7,8,0,3,3,3,4
"totalt","Hotell, restaurang och turism"," Norrbottens län","Totalt",10,4,12,22,22,9,4,11,17,20,7,3,9,12,13,4,0,5,9,11
"totalt","Hotell, restaurang och turism"," Norrbottens län","Heltid",3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0
"totalt","Hotell, restaurang och turism"," Norrbottens län","Deltid",7,4,12,22,22,6,4,11,17,20,5,0,9,12,13,3,0,5,9,11
"totalt","Hotell, restaurang och turism","Uppgift saknas","Totalt",12,5,13,13,17,10,5,12,11,15,6,4,7,8,13,3,3,5,6,8
"totalt","Hotell, restaurang och turism","Uppgift saknas","Heltid",7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"totalt","Hotell, restaurang och turism","Uppgift saknas","Deltid",5,5,13,13,17,5,5,12,11,15,4,4,7,8,13,3,3,5,6,8
"totalt","Hälso- och sjukvård samt socialt arbete","Samtliga län","Totalt",1545,2702,4426,6811,7749,1346,2155,3097,4489,5092,899,1449,1946,3149,3504,644,927,1222,1910,2142
"totalt","Hälso- och sjukvård samt socialt arbete","Samtliga län","Heltid",32,20,33,1648,1382,30,20,33,1236,1073,22,11,27,877,745,19,10,4,516,401
"totalt","Hälso- och sjukvård samt socialt arbete","Samtliga län","Deltid",1513,2682,4393,5163,6367,1324,2142,3089,3752,4419,883,1441,1943,2632,3019,628,919,1218,1508,1812
"totalt","Hälso- och sjukvård samt socialt arbete"," Stockholms län","Totalt",286,477,656,1042,1234,245,392,485,691,887,143,242,292,451,584,97,163,194,250,346
"totalt","Hälso- och sjukvård samt socialt arbete"," Stockholms län","Heltid",5,3,3,195,217,3,3,0,140,179,3,3,0,98,127,0,3,0,60,81
"totalt","Hälso- och sjukvård samt socialt arbete"," Stockholms län","Deltid",281,474,655,847,1017,243,390,485,617,763,143,241,292,397,490,97,162,193,209,271
"totalt","Hälso- och sjukvård samt socialt arbete"," Uppsala län","Totalt",57,81,144,269,329,52,68,115,168,225,29,32,69,104,142,15,22,46,74,94
"totalt","Hälso- och sjukvård samt socialt arbete"," Uppsala län","Heltid",0,0,0,60,50,3,0,0,46,42,0,0,0,26,23,0,0,0,17,16
"totalt","Hälso- och sjukvård samt socialt arbete"," Uppsala län","Deltid",56,81,144,209,279,51,68,115,141,200,29,32,69,89,126,15,22,46,61,79
"totalt","Hälso- och sjukvård samt socialt arbete"," Södermanlands län","Totalt",102,230,204,262,357,88,185,156,180,227,72,117,96,132,151,47,77,60,81,106
"totalt","Hälso- och sjukvård samt socialt arbete"," Södermanlands län","Heltid",0,0,0,60,42,0,0,0,48,31,0,0,0,37,20,0,0,0,24,11
"totalt","Hälso- och sjukvård samt socialt arbete"," Södermanlands län","Deltid",101,230,204,202,315,88,185,156,148,213,72,117,96,107,141,46,77,60,63,100
"totalt","Hälso- och sjukvård samt socialt arbete"," Östergötlands län","Totalt",112,131,223,338,422,92,106,162,207,250,56,74,105,141,169,37,46,62,71,100
"totalt","Hälso- och sjukvård samt socialt arbete"," Östergötlands län","Heltid",0,3,0,91,64,0,0,0,62,49,0,0,0,41,38,0,0,0,23,12
"totalt","Hälso- och sjukvård samt socialt arbete"," Östergötlands län","Deltid",112,130,223,247,358,92,106,162,175,225,56,73,105,123,150,37,45,62,58,91
"totalt","Hälso- och sjukvård samt socialt arbete"," Jönköpings län","Totalt",44,87,152,215,243,42,72,98,149,168,32,55,62,116,128,28,39,31,81,70
"totalt","Hälso- och sjukvård samt socialt arbete"," Jönköpings län","Heltid",0,0,0,62,34,0,0,3,54,29,0,3,0,42,22,0,0,0,26,7
"totalt","Hälso- och sjukvård samt socialt arbete"," Jönköpings län","Deltid",44,86,151,153,209,42,71,97,110,145,32,54,62,85,111,28,38,31,55,64
"totalt","Hälso- och sjukvård samt socialt arbete"," Kronobergs län","Totalt",25,42,96,75,111,22,25,58,48,76,14,16,36,33,57,10,9,26,15,38
"totalt","Hälso- och sjukvård samt socialt arbete"," Kronobergs län","Heltid",0,0,0,27,13,0,0,0,15,12,0,0,0,10,7,0,0,0,8,5
"totalt","Hälso- och sjukvård samt socialt arbete"," Kronobergs län","Deltid",25,42,96,48,98,22,25,58,38,68,14,16,36,27,53,10,9,26,9,35
"totalt","Hälso- och sjukvård samt socialt arbete"," Kalmar län","Totalt",52,108,92,183,175,48,91,64,115,107,38,73,46,85,82,33,51,21,54,43
